ori_mol,backbone,side_chain,label
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(C1)C(OCc1ccccc1)=O)c1cc(ccc1)C(C)(C)C,CC(C)(C)c1cccc(C2CCCN(C(=O)OCc3ccccc3)C2)c1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH3+],0
O=C1N(C)C(=NC1(C1CCCCC1)c1cc(NC(=O)c2n(ccc2)C)ccc1)N,CN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N,Cn1cccc1C(N)=O,0
O=C1N(C)C(=NC1(C1CCCCC1)c1cc(NC(=O)c2n(ccc2)C)ccc1)N,CN1C(=O)C(c2cccc(NC=O)c2)(C2CCCCC2)N=C1N,Cn1cccc1,0
O=C1N(C)C(=NC1(C1CCCCC1)c1cc(NC(=O)c2n(ccc2)C)ccc1)N,CN1C(=O)C(c2cccc(N)c2)(C2CCCCC2)N=C1N,Cn1cccc1C=O,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cc(ccc2n(c1)C(=O)N(CCCC)C)C(OCc1ccccc1)=O)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(C=O)ccc21,OCc1ccccc1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cc(ccc2n(c1)C(=O)N(CCCC)C)C(OCc1ccccc1)=O)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,O=COCc1ccccc1,0
O(CCCC)c1ccc(cc1)C1(N=C(N)N(C)C1=O)C12CC3CC(C1)CC(C2)C3,CCCCOc1ccc(C2N=C(N)N(C)C2=O)cc1,C1C2CC3CC1CC(C2)C3,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nn(cc1)CC(C)(C)C,CC(C)(C)Cn1ccc(C2([NH2+]CCO)CC2)n1,CC(=O)NCCc1cc(F)cc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nn(cc1)CC(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(C)O,CC(C)(C)Cn1ccc(C2([NH3+])CC2)n1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nn(cc1)CC(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH3+],CC(C)(C)Cn1ccc(C2CC2)n1,0
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2O,O=C(CCCc1ccccc1)NC(Cc1cc(F)cc(F)c1)C(O)C1Cc2cccc(O)c2C[NH2+]1,CCC(C)C1(NC(C)=O)CCNC1=O,0
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2O,CCC(C(=O)NC(Cc1cc(F)cc(F)c1)C(O)C1Cc2cccc(O)c2C[NH2+]1)N1CCC(NC(C)=O)(C(C)CC)C1=O,c1ccccc1,0
S1(=O)(=O)CC(Cc2cc(CC)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CCc1cc(CC2CS(=O)(=O)CCC2O)cc(F)c1N,CC(C)(C)c1cccc(C[NH3+])c1,0
S1(Oc2c(N1c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)cccc2)(=O)=O,O=C(NCC(O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cccc(N2c3ccccc3OS2(=O)=O)c1,Cc1ccccc1,0
S(=O)(=O)(N(c1cc(ccc1C)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)c1ccccc1)C,Cc1ccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc1,CS(=O)(=O)Nc1ccccc1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1,CC(=O)NC(C)C(O)C[NH2+]C1(c2cccc(C3CCCC3)c2)CCCCC1,Fc1cccc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,C1CCCC1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH3+],c1cc(C2CCCCC2)cc(C2CCCC2)c1,0
O=C1N(CCCCCC(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,NC1=NC(C2CCCCC2)C(=O)N1CCCCCC(=O)[O-],c1ccccc1,0
O=C1N(CCCCCC(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,CCN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N,CCCC(=O)[O-],0
O=C1N(CCCCCC(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1,CCCCCC(=O)[O-],0
Clc1cc2c(OC3(CC2[NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CCC3)nc1,CC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(Cl)cc21,Cc1ccccc1,0
Clc1cc2c(OC3(CC2[NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CCC3)nc1,[NH3+]C1CC2(CCC2)Oc2ncc(Cl)cc21,CC(=O)NC(Cc1ccccc1)C(C)O,0
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Nc2cncnc2)cc1,Cn1c(-c2ccc(Nc3cncnc3)cc2)ccc1-c1ccccc1Cl,Nc1ccccn1,0
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(-n2nccc2)ccc1,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH3+],c1cc(C2CC2)cc(-n2cccn2)c1,0
S1(=O)(=O)CC(Cc2cc(CCO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1ccc(O)c(CCO)c1,0
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CF)C(=O)NC(C)c1ccc(F)cc1)C,CC(NC(=O)c1cccc(COCC([NH3+])(CF)Cc2ccccc2)c1)c1ccc(F)cc1,CNS(C)(=O)=O,0
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CF)C(=O)NC(C)c1ccc(F)cc1)C,CN(c1cc(C=O)cc(COCC([NH3+])(CF)Cc2ccccc2)c1)S(C)(=O)=O,CC(N)c1ccc(F)cc1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCNC2=O)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,O=C1NCCCN1,0
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2,CCCCC1CCN(C(CC)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3C[NH2+]2)C1=O,c1ccccc1,0
S1CCC(=NC1(C)c1cc(ccc1)-c1cncnc1)N,CC1(c2ccccc2)N=C(N)CCS1,c1cncnc1,0
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cccc2)cc1,[NH2+]=CNC(=O)Cn1ccc2ccccc21,CC(=O)Nc1c(Cl)cc(CN)cc1Cl,0
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cccc2)cc1,NC(=[NH2+])NC(=O)Cn1ccc2ccccc21,CC(=O)Nc1c(Cl)cc(C)cc1Cl,0
Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C,CN1C(=O)C(C)(c2ccccc2)N=C1N,NC(=O)c1ccc(Cl)cn1,0
O1CCCC1CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,NC1=NC(c2ccccc2)C(=O)N1CC1CCCO1,C1CCCCC1,0
O=C1N(C)C(=NC1(C1CCCCC1)C1CCCCC1)N,CN1C(=O)C(C2CCCCC2)N=C1N,C1CCCCC1,0
Fc1cc(cc(F)c1)CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,NC1=NC(C2CCCCC2)C(=O)N1Cc1cc(F)cc(F)c1,c1ccccc1,0
Clc1cc2CC(N=C(NC(Cc3cscc3-c3cn(nc3)C)C(=O)[O-])c2cc1)(C)C,Cn1cc(-c2cscc2CC(N)C(=O)[O-])cn1,CC1(C)Cc2cc(Cl)ccc2C=N1,0
s1cc(nc1N)C(Cc1cc([N+](=O)[O-])ccc1OC)c1ccc(OC)cc1,COc1ccc(Cc2csc(N)n2)cc1,COc1ccc([N+](=O)[O-])cc1C,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)-c1occc1,CC(=O)NC(C)C(O)C[NH2+]C1(c2cccc(-c3ccco3)c2)CCCCC1,Fc1cccc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)-c1occc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1CCCCC1,c1ccc(-c2ccco2)cc1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCOC(=O)n1cc(C(=O)NC(C)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,Fc1cccc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCOC(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH3+])c2ccccc21,COc1cccc(C)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC=O)c1,CCCCOC(=O)n1ccc2ccccc21,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCCOC(=O)n1cc(C(=O)NCCc2cc(F)cc(F)c2)c2ccccc21,COc1cccc(C[NH2+]CCO)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)CCc2cc(F)cc(F)c2)c1,CCCCOC(=O)n1cc(C(N)=O)c2ccccc21,0
S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,C[NH2+]C1CS(=O)(=O)CC(Cc2ccccc2)C1O,CC(C)c1ccccc1,0
S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,O=S1(=O)CCC(O)C(Cc2ccccc2)C1,CC(C)c1cccc(C[NH3+])c1,0
S1(=O)(=O)CC(Cc2cc(ccc2)COCCC)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,CCCOCc1cccc(C)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(ccc1)C(=O)N(CCC)CCC)C(O)C1[NH2+]Cc2c(C1)cccc2,O=CNC(Cc1cc(F)cc(F)c1)C(O)C1Cc2ccccc2C[NH2+]1,CCCN(CCC)C(=O)c1ccccc1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(ccc1)C(=O)N(CCC)CCC)C(O)C1[NH2+]Cc2c(C1)cccc2,OC(CCc1cc(F)cc(F)c1)C1Cc2ccccc2C[NH2+]1,CCCN(CCC)C(=O)c1cccc(C(N)=O)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(ccc1)C(=O)N(CCC)CCC)C(O)C1[NH2+]Cc2c(C1)cccc2,CCCN(CCC)C(=O)c1cccc(C(=O)NCC(O)C2Cc3ccccc3C[NH2+]2)c1,Cc1cc(F)cc(F)c1,0
S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc3c([nH]nc3CC)cc2)C)CN1C)c1cc(F)ccc1,CC1CC2(CC[NH2+]1)CN(C)S(=O)(=O)N2c1cccc(F)c1,CCc1n[nH]c2ccc(C)cc12,0
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCC)cc1,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2C)cc1,Nc1ccccn1,0
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCC)cc1,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)[nH]2)cc1,Cc1cccc(N)n1,0
Clc1cccc(-c2cc3c(Oc4c(cc(OC)cc4)C34N=C(OC4)N)cc2)c1F,COc1ccc2c(c1)C1(COC(N)=N1)c1ccccc1O2,Fc1ccccc1Cl,0
O=C(NC1CC1)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,Cn1c(-c2ccccc2)ccc1-c1ccc(C(=O)NC2CC2)cc1,Nc1ccccn1,0
O=C(NC1CC1)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,O=CNC1CC1,0
S1(=O)(=O)CC(Cc2cc(CO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(C)C2O)c1,OCc1ccccc1O,0
S1(=O)(=O)CC(Cc2cc(CO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1ccc(O)c(CO)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cccnc2n(c1)C(=O)N(CCCC)C)C(O)C1[NH2+]Cc2c(C1)cccc2,CCCCN(C)C(=O)n1cc(C(=O)NCC(O)C2Cc3ccccc3C[NH2+]2)c2cccnc21,Cc1cc(F)cc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cccnc2n(c1)C(=O)N(CCCC)C)C(O)C1[NH2+]Cc2c(C1)cccc2,O=CNC(Cc1cc(F)cc(F)c1)C(O)C1Cc2ccccc2C[NH2+]1,CCCCN(C)C(=O)n1ccc2cccnc21,0
S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OCC)c(O)cc2)C)CN1C)c1cc(F)ccc1,CCOc1cc(C[NH+]2CCC3(CC2C)CN(C)S(=O)(=O)N3)ccc1O,Fc1ccccc1,0
Fc1ncccc1-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC(F)F)cc1,NC1=NC(c2ccc(OC(F)F)cc2)CO1,Fc1ncccc1-c1ccccc1,0
Fc1ncccc1-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC(F)F)cc1,NC1=NC(c2ccccc2)(c2ccc(OC(F)F)cc2)CO1,Fc1ccccn1,0
Fc1ncccc1-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC(F)F)cc1,NC1=NC(c2cccc(-c3cccnc3F)c2)CO1,FC(F)Oc1ccccc1,0
O=C1N(Cc2ccccc2)C(=NC1(C1CCCCC1)c1ccccc1)N,NC1=NC(C2CCCCC2)C(=O)N1Cc1ccccc1,c1ccccc1,0
O=C1N(Cc2ccccc2)C(=NC1(C1CCCCC1)c1ccccc1)N,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1,Cc1ccccc1,0
FCCOc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,CN1C(=O)[C@@H](c2ccc(OCCF)cc2)N=C1N,c1ccccc1,0
Clc1cc2CC(N=C(NC(Cc3cscc3-c3n[nH]cc3)C(=O)[O-])c2cc1)(C)C,CC(NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)[O-],c1cc(-c2ccsc2)n[nH]1,0
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)c1ccccc1,CC1=NC(c2cccc(-c3cccnc3)c2)N=C1N,c1ccccc1,0
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)c1ccccc1,CC1=NC(c2ccccc2)(c2ccccc2)N=C1N,c1ccncc1,0
O=C1N(C)C(=NC(C1)(CCc1cc(ccc1)-c1ccccc1)C)N,CN1C(=O)CC(C)(CCc2ccccc2)N=C1N,c1ccccc1,0
OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,CC(=O)Nc1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C(C)C(=O)NC2CCCCC2)c1,c1ccccc1,0
OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,CC(=O)N(c1ccccc1)c1cccc(C(=O)NC(CO)Cc2ccccc2)c1,C[NH2+]C(C)C(=O)NC1CCCCC1,0
OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,CC(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH3+])c1,CCC(=O)NC1CCCCC1,0
OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,CC([NH2+]CC(O)C(N)Cc1ccccc1)C(=O)NC1CCCCC1,CC(=O)N(c1ccccc1)c1cccc(C=O)c1,0
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]Cc1cc(ccc1)C(C)(C)C,CC(=O)N[C@H](CO)Cc1cc(F)cc(F)c1,C[NH2+]Cc1cccc(C(C)(C)C)c1,0
S1(=O)(=O)NCC2(N1c1cc(F)ccc1)CC([NH+](CC2)Cc1cc(OC(C)C)ccc1)C,CC(C)Oc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3)CC2C)c1,Fc1ccccc1,0
Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2ccccc2F)N=C1N,c1cncnc1,0
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,CN(c1cc(C=O)cc(COCC([NH3+])(CO)Cc2ccccc2)c1)S(C)(=O)=O,CC(N)c1ccc(F)cc1,0
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,CN(c1cc(COCC([NH3+])(CO)Cc2ccccc2)cc(C(N)=O)c1)S(C)(=O)=O,CCc1ccc(F)cc1,0
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,CN1CC(N)=NC(C)(c2ccccc2)C1=O,NC(=O)c1ccc(C(F)(F)F)cn1,0
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,CCCCCCN1C(=O)C(C2CCCCC2)N=C1N,c1ccccc1,0
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)[C@](c2ccccc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,OC(F)(F)F,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,O=C1NCCN1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1CCCCC1,O=C1NCCN1c1ccccc1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,C[NH2+]C1(c2cccc(N3CCNC3=O)c2)CCCCC1,CC(=O)NC(CO)Cc1cc(F)cc(F)c1,0
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,O=S1(=O)CCC(O)C(Cc2ccc(O)c(Br)c2)C1,CC(C)Oc1cccc(C[NH3+])c1,0
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,CC1=NC(c2cccc(-c3cccnc3)c2)N=C1N,C1CCCCC1,0
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,CC1=NC(C2CCCCC2)N=C1N,c1ccc(-c2cccnc2)cc1,0
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,CN1C(=O)[C@@H](c2ccc(OC(F)(F)F)cc2)N=C1N,c1ccccc1,0
FC1(F)c2c(cc(cc2)-c2cncnc2)C2(N=C(N)N(C)C2=O)CC1(C)C,CN1C(=O)C2(CC(C)(C)C(F)(F)c3ccccc32)N=C1N,c1cncnc1,0
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,CCNC(=O)c1cc(C(=O)NC(COc2cc(F)cc(F)c2)C(O)CC(CNc2ccccc2)OC)cc(N(C)S(C)(=O)=O)c1,c1ccccc1,0
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,CC(NC(=O)c1cc(C(=O)NC(CO)COc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,COC(C)CNc1ccccc1,0
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccc(F)cc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,CC(NC(=O)c1cc(C(=O)NC(CO)COc2cc(F)cc(F)c2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,COC(C)CNc1ccc(F)cc1,0
S1(=O)(=O)N(c2c3n(cc(c3c(cc2)C(=O)NC(C(O)CC(OC)COCc2ccc(OC)cc2)COc2cc(F)cc(F)c2)CC)CC1)C,CCc1cn2c3c(ccc(C(=O)NC(COc4cc(F)cc(F)c4)C(O)CC(C)OC)c13)N(C)S(=O)(=O)CC2,COc1ccc(CO)cc1,0
S1(=O)(=O)N(c2c3n(cc(c3c(cc2)C(=O)NC(C(O)CC(OC)COCc2ccc(OC)cc2)COc2cc(F)cc(F)c2)CC)CC1)C,CCc1cn2c3c(ccc(C(=O)NCCOc4cc(F)cc(F)c4)c13)N(C)S(=O)(=O)CC2,COc1ccc(COCC(CCO)OC)cc1,0
O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1c2c(n(c1)C(=O)N(CC)CC)cccc2)Cc1ccccc1,COc1cccc(C[NH2+]CC(O)C(Cc2ccccc2)NC(=O)c2cn(C=O)c3ccccc23)c1,CCNCC,0
O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1c2c(n(c1)C(=O)N(CC)CC)cccc2)Cc1ccccc1,CCN(CC)C(=O)n1cc(C(=O)NCC(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,Cc1ccccc1,0
O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1c2c(n(c1)C(=O)N(CC)CC)cccc2)Cc1ccccc1,COc1cccc(C[NH2+]CC(O)C(Cc2ccccc2)NC=O)c1,CCN(CC)C(=O)n1ccc2ccccc21,0
O(C)c1c(cc(cc1C)[C@@]1(N=C(C)C(=N1)N)c1cc(ccc1)-c1cncnc1)C,COc1c(C)cc([C@]2(c3ccccc3)N=C(C)C(N)=N2)cc1C,c1cncnc1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(-n2ccnc2)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccccc2)CCCCC1,c1c[nH]cn1,0
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(-n2ccnc2)ccc1,C[NH2+]C1(c2cccc(-n3ccnc3)c2)CCCCC1,CC(=O)NC(CO)Cc1cc(F)cc(F)c1,0
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C1[NH2+]Cc2c(C1)cccc2,CCCCC1CCN(C(C)C(=O)NC(CO)Cc2cc(F)cc(F)c2)C1=O,c1ccc2c(c1)CC[NH2+]C2,0
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C1[NH2+]Cc2c(C1)cccc2,NC(Cc1cc(F)cc(F)c1)C(O)C1Cc2ccccc2C[NH2+]1,CCCCC1CCN(C(C)C=O)C1=O,0
Clc1cc(ccc1O)C[NH+]1CCC2(N(S(=O)(=O)N(C2)C)c2cc(F)ccc2)CC1C,CC1CC2(CC[NH+]1Cc1ccc(O)c(Cl)c1)CN(C)S(=O)(=O)N2,Fc1ccccc1,0
s1c(ccc1CC(C)(C)C)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CC1,CC(=O)NCC(O)C[NH2+]C1(c2ccc(CC(C)(C)C)s2)CC1,Cc1cc(F)cc(F)c1,0
s1c(ccc1CC(C)(C)C)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CC1,CC(=O)NC(C)C(O)C[NH2+]C1(c2ccc(CC(C)(C)C)s2)CC1,Fc1cccc(F)c1,0
s1c(ccc1CC(C)(C)C)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH3+],CC(C)(C)Cc1ccc(C2CC2)s1,0
S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC1CS(=O)(=O)CC([NH2+]Cc2cccc(C(C)(C)C)c2)C1O,c1ccccc1,0
